FECHA,PRECIP,EVAP,TMAX,TMIN
13/11/2003,0,8.1,30,22
14/11/2003,0,8.1,30,23
15/11/2003,0,7.1,30,22
16/11/2003,0,3,30,23
17/11/2003,0,3.1,30,24
18/11/2003,7,5.7,31,22
19/11/2003,0,5.3,30,24
20/11/2003,0,5.1,30,17
21/11/2003,0,4,29,17
22/11/2003,0,4,29,18
23/11/2003,40.3,3.9,30,22
24/11/2003,3.5,2.4,26,23
25/11/2003,0,6.1,33,21
26/11/2003,0.2,2.5,30,19
27/11/2003,0,1.7,31,22
28/11/2003,0,7.1,31,23
29/11/2003,0,5.1,27,23
30/11/2003,0,6,28,22
1/12/03,0,4.8,29,18.5
2/12/03,5,4,28,21.5
3/12/03,1.8,6.5,29,19.5
4/12/03,0,2.8,30,18
5/12/03,0,3,31,17
6/12/03,0,8.9,27,19
7/12/03,0,4.4,27,13
8/12/03,0.2,4.3,29,13
9/12/03,0,3.3,32,19
10/12/03,0,0.3,31,22
11/12/03,5,4.8,26,15
12/12/03,0.2,5,29,14
13/12/2003,0,5,31,20
14/12/2003,0,6.2,29,21
15/12/2003,0,5.1,27,15
16/12/2003,6.8,4,32,20
17/12/2003,0,5,22,21
18/12/2003,0,5.1,25,13
19/12/2003,0,3.1,27,10
20/12/2003,0,4,22,12
21/12/2003,0,2.1,26,13
22/12/2003,0,4.5,27,14
23/12/2003,0,3,22,15
24/12/2003,0,4,26,14
25/12/2003,0,3,32,15
26/12/2003,0,3,28,13
27/12/2003,0,4,26,14
28/12/2003,0,3,26,17
29/12/2003,0,3,27,13
30/12/2003,0,5,22,17
31/12/2003,0,4,31,15
1/1/04,0,6.9,31,22
2/1/04,0,7.1,29,19
3/1/04,0,3,29,18
4/1/04,0,7.1,31,21
5/1/04,4.7,3.7,31,22
6/1/04,0,4.4,30,19
7/1/04,5.3,9.1,29,20
8/1/04,10,2.8,30,19
9/1/04,0,5.1,29,18
10/1/04,0,2.3,30,19
11/1/04,0,1.9,26,15
12/1/04,8,4.9,28,12
13/01/2004,0,0.1,27,16
14/01/2004,0,3.2,28,17
15/01/2004,0,0.9,26,16
16/01/2004,0.3,3.7,29,19
17/01/2004,0,2.1,28,19
18/01/2004,0,1.7,32,20
19/01/2004,0,2,28,20
20/01/2004,0,3.6,27,17
21/01/2004,0,1.9,28,17
22/01/2004,0,3.8,30,15
23/01/2004,0,8.9,29,16
24/01/2004,0,3.8,28,14
25/01/2004,0,2.8,31,21
26/01/2004,0,2.6,32,22
27/01/2004,0,8,22,20
28/01/2004,0,4.1,27,18
29/01/2004,0,3,27,19
30/01/2004,0,8.1,32,19
31/01/2004,0,3.2,30,18
1/2/04,0,6.2,31,15
2/2/04,0,5.3,31,22
3/2/04,0,2.2,26,23
4/2/04,0,5.2,30,20
5/2/04,0,5,32,25
6/2/04,0,4.5,33,25
7/2/04,6,1.5,29,21
8/2/04,0,0.9,27,20
9/2/04,0,4.1,29,19
10/2/04,0,6.1,31,22
11/2/04,0,4,31,24
12/2/04,0,3.4,30,25
13/02/2004,4.5,0.6,33,20
14/02/2004,17.5,2.6,33,22
15/02/2004,0,9.9,26,21
16/02/2004,2,2,26,19
17/02/2004,3,3,23,20
18/02/2004,0,2.5,26,17
19/02/2004,0,2.7,26,13
20/02/2004,0,2,31,16
21/02/2004,0,4.3,30,21
22/02/2004,0,5.1,33,25
23/02/2004,0,6.1,33,25
24/02/2004,0,3,33,26
25/02/2004,5,4.2,34,25
26/02/2004,0,3.6,31,13
27/02/2004,0,3.9,28,15
28/02/2004,0,2,30,23
29/02/2004,0,2,30,19
1/3/04,0,4,31,23
2/3/04,0,3,31,25
3/3/04,0.5,2.4,30,24
4/3/04,0,4.1,31,25
5/3/04,0.1,3.1,33,24
6/3/04,0,3.7,31,25
7/3/04,0,3,32,21
8/3/04,0,4.1,31,17
9/3/04,0,6,31,16
10/3/04,0,3,31,18
11/3/04,0,3,28,17
12/3/04,0,2,31,16
13/03/2004,2.3,2,31,22
14/03/2004,0,3.3,31,24
15/03/2004,0,5.3,33,21
16/03/2004,0,4.5,36,21
17/03/2004,0,3.1,33,25
18/03/2004,0,3,32,25
19/03/2004,2.2,4.1,33,22
20/03/2004,0.9,2.9,29,21
21/03/2004,1.3,4.1,32,19
22/03/2004,12.2,3.4,29,21
23/03/2004,0,3.9,28,19
24/03/2004,0,3.8,31,21
25/03/2004,0,3.6,31,21
26/03/2004,0,5,32,19
27/03/2004,0,3.7,31,22
28/03/2004,0,3.9,30,21
29/03/2004,0,2,31,22
30/03/2004,0,0.7,30,21
31/03/2004,0,3.4,30,21
1/4/04,30.5,NA,29,21
2/4/04,5,NA,30,18
3/4/04,0,NA,30,23
4/4/04,0,NA,30,24
5/4/04,0,NA,32,23
6/4/04,0,NA,33,24
7/4/04,0,NA,33,24
8/4/04,0,NA,34,23
9/4/04,2.2,NA,34,25
10/4/04,0,NA,33,25
11/4/04,0,NA,36,24
12/4/04,0,NA,35,27
13/04/2004,0,NA,33,22
14/04/2004,0,NA,30,22
15/04/2004,0,NA,28,15
16/04/2004,0,NA,27,13
17/04/2004,0,NA,29,18
18/04/2004,0.5,NA,30,17
19/04/2004,0,NA,28,21.5
20/04/2004,0,NA,31,14
21/04/2004,0,NA,31,23
22/04/2004,0,NA,32,25
23/04/2004,0,NA,33,25.5
24/04/2004,0,NA,33,27
25/04/2004,0,NA,32,26
26/04/2004,0,NA,33,26
27/04/2004,0,NA,33,25
28/04/2004,0,NA,32,22
29/04/2004,0,NA,33,25
30/04/2004,0,NA,30,25
1/5/04,0,NA,29,22
2/5/04,0,NA,30,21
3/5/04,0,NA,29,24
4/5/04,0,NA,34,25
5/5/04,0,NA,33,24
6/5/04,10.5,NA,30,24
7/5/04,0,NA,30,21
8/5/04,19,NA,27,17
9/5/04,0,NA,31,16
10/5/04,2.5,NA,30,18
11/5/04,0,NA,29,17
12/5/04,0,NA,30,16
13/05/2004,0,NA,32,22
14/05/2004,0,NA,31,24
15/05/2004,5,NA,33,21
16/05/2004,9,NA,32,21
17/05/2004,0,NA,33,25
18/05/2004,0,NA,31,25
19/05/2004,0,NA,31,22
20/05/2004,0,NA,32,21
21/05/2004,0,NA,33,19
22/05/2004,10,NA,31,21
23/05/2004,12.7,NA,31,19
24/05/2004,0,NA,30,21
25/05/2004,0,NA,31,21
26/05/2004,0,NA,31,19
27/05/2004,0,NA,32,22
28/05/2004,1,NA,34,21
29/05/2004,0,NA,32,22
30/05/2004,0,NA,33,21
31/05/2004,0,NA,31,21
1/6/04,0,NA,33,27
2/6/04,0,NA,36,28
3/6/04,0,NA,36,29
4/6/04,0,NA,34,29
5/6/04,0,NA,34,22.5
6/6/04,0,NA,34,26
7/6/04,0,NA,31,24
8/6/04,0,NA,30,27
9/6/04,0,NA,32,27
10/6/04,53.5,NA,33.5,24
11/6/04,63.5,NA,28.5,22.5
12/6/04,19.4,NA,31,23.5
13/06/2004,32.7,NA,25,24
14/06/2004,23.3,NA,31,22
15/06/2004,0,NA,33,24
16/06/2004,0,NA,31,26
17/06/2004,0,NA,31,25
18/06/2004,0,NA,31,24
19/06/2004,0,NA,30,26
20/06/2004,14.5,NA,35,24.5
21/06/2004,0.1,NA,33.5,23.5
22/06/2004,0,NA,33.5,27
23/06/2004,8,NA,32.5,27.5
24/06/2004,0,NA,34.5,24.5
25/06/2004,0,NA,33.5,27
26/06/2004,0,NA,32.5,25
27/06/2004,2,NA,33,24.5
28/06/2004,0,NA,31,24
29/06/2004,0,NA,34,23.5
30/06/2004,0,NA,34,26
1/7/04,0,NA,28,19
2/7/04,2.6,NA,31,18
3/7/04,0,NA,31,24
4/7/04,0,NA,30,21
5/7/04,0,NA,31,21
6/7/04,0,NA,31,25
7/7/04,0,NA,30,28
8/7/04,0,NA,33,23
9/7/04,32,NA,28,24
10/7/04,0,NA,29,22
11/7/04,0,NA,31,21
12/7/04,0,NA,31,22
13/07/2004,0,NA,31,21
14/07/2004,45,NA,31,20
15/07/2004,2.5,NA,30,22
16/07/2004,1.5,NA,30,20
17/07/2004,0,NA,30,22
18/07/2004,0,NA,29,23
19/07/2004,0,NA,30,25
20/07/2004,0,NA,29,24
21/07/2004,0,NA,30,23
22/07/2004,0,NA,30,24
23/07/2004,3,NA,32,22
24/07/2004,0,NA,30,21
25/07/2004,0,NA,30,24
26/07/2004,0,NA,31,24
27/07/2004,0,NA,30,20
28/07/2004,0,NA,29,22
29/07/2004,0,NA,29,25
30/07/2004,0,NA,30,21
31/07/2004,0,NA,30,25
1/8/04,0,NA,27,23
2/8/04,0,NA,31,24
3/8/04,0,NA,31,19
4/8/04,0,NA,30,25
5/8/04,0,NA,31,24
6/8/04,0,NA,30,25
7/8/04,8,NA,31,25
8/8/04,34,NA,32,24
9/8/04,0,NA,29,21
10/8/04,0,NA,33,25
11/8/04,0,NA,29,26
12/8/04,0,NA,31,23
13/08/2004,0,NA,29,21
14/08/2004,0,NA,27,24
15/08/2004,0,NA,26,22
16/08/2004,0,NA,31,24
17/08/2004,0,NA,30,23
18/08/2004,0,NA,29,24
19/08/2004,0,NA,NA,21
20/08/2004,0,NA,NA,NA
21/08/2004,0,NA,NA,NA
22/08/2004,0,NA,NA,NA
23/08/2004,0,NA,NA,NA
24/08/2004,0,NA,NA,NA
25/08/2004,0,NA,NA,NA
26/08/2004,0,NA,NA,NA
27/08/2004,0,NA,NA,NA
28/08/2004,0,NA,NA,NA
31/08/2004,NA,NA,34,NA
1/9/04,0,NA,30,21
2/9/04,0,NA,31,22
3/9/04,0,NA,30,24
4/9/04,0,NA,31,22
5/9/04,0,NA,30,21
6/9/04,0,NA,31,23
7/9/04,0,NA,30,25
8/9/04,0,NA,27,25
9/9/04,0,NA,31,24
10/9/04,10,NA,30,28
11/9/04,30,NA,27,25
12/9/04,40,NA,26,19
13/09/2004,0,NA,30,21
14/09/2004,0,NA,32,23
15/09/2004,3.7,NA,30,24
16/09/2004,0,NA,29,23
17/09/2004,0,NA,30,22
18/09/2004,25,NA,29,25
19/09/2004,0,NA,30,21
20/09/2004,0,NA,29,21
21/09/2004,7,NA,28,25
22/09/2004,0,NA,29,23
23/09/2004,0,NA,NA,24
24/09/2004,0,NA,NA,NA
25/09/2004,0,NA,NA,NA
26/09/2004,0,NA,NA,NA
27/09/2004,0,NA,NA,NA
28/09/2004,0,NA,NA,NA
30/09/2004,NA,NA,34,NA
1/10/04,0,NA,33.5,23
2/10/04,18.2,NA,32,23
3/10/04,34.7,NA,32,22.5
4/10/04,7.2,NA,34,22
5/10/04,4.3,NA,32.5,23
6/10/04,27,NA,32.5,24.5
7/10/04,5.2,NA,33,25
8/10/04,0,NA,31,23
9/10/04,0,NA,30,25
10/10/04,55,NA,34,24
11/10/04,0,NA,30,23
12/10/04,16,NA,33,23
13/10/2004,0,NA,30,23
14/10/2004,0.1,NA,34,23
15/10/2004,127.3,NA,27,24
16/10/2004,3.5,NA,30,20.5
17/10/2004,0.5,NA,32.5,22
18/10/2004,0,NA,33.5,23
19/10/2004,0,NA,33.5,25.5
20/10/2004,0,NA,33.5,24.5
21/10/2004,0,NA,33,22
22/10/2004,0,NA,33.5,20
23/10/2004,0,NA,35,19.5
24/10/2004,0,NA,34,21
25/10/2004,0,NA,33,21
26/10/2004,12.5,NA,29,20
27/10/2004,0,NA,32,19
28/10/2004,0,NA,31.5,20
29/10/2004,0,NA,31.5,18
30/10/2004,7.5,NA,32,17.5
31/10/2004,0.5,NA,31,19.5
1/11/04,0,NA,31,23
2/11/04,3.5,NA,32,20
3/11/04,1.2,NA,33,21.5
4/11/04,5,NA,29,22
5/11/04,0.5,NA,33.5,22
6/11/04,0,NA,31,19
7/11/04,0,NA,31,15.5
8/11/04,0,NA,31.5,15
9/11/04,0,NA,32,17
10/11/04,26,NA,32,15.5
11/11/04,3.8,NA,31.5,17.5
12/11/04,0,NA,31,19
13/11/2004,0.5,NA,31.5,17.5
14/11/2004,3.2,NA,30.5,12
15/11/2004,0.3,NA,30.5,18.5
16/11/2004,0.2,NA,30,19
17/11/2004,0.4,NA,30.5,18.5
18/11/2004,0.2,NA,30.5,20.5
19/11/2004,0,NA,30,19
20/11/2004,1,NA,30.5,16
21/11/2004,0,NA,31,18
22/11/2004,0,NA,31,18
23/11/2004,0,NA,33.5,21.5
24/11/2004,0,NA,32.5,23
25/11/2004,38.5,NA,30.5,21.5
26/11/2004,0,NA,31,19.5
27/11/2004,0,NA,29.5,21
28/11/2004,0,NA,30,20
29/11/2004,0.1,NA,27.5,21
30/11/2004,NA,NA,NA,24.5
1/12/04,0,NA,31,19
2/12/04,0,NA,31,18
3/12/04,0,NA,30,18
4/12/04,0,NA,29,16.5
5/12/04,3,NA,31,18
6/12/04,0,NA,31,23
7/12/04,0,NA,32,23
8/12/04,0,NA,30,26
9/12/04,0,NA,30,24
10/12/04,0,NA,30,23
11/12/04,0,NA,31,22
12/12/04,0,NA,33,14
13/12/2004,0,NA,32,13
14/12/2004,0,NA,31,16
15/12/2004,0,NA,30,14
16/12/2004,0,NA,31,22
17/12/2004,0,NA,31,21
18/12/2004,0,NA,30,23
19/12/2004,0,NA,29,24
20/12/2004,0,NA,31,14
21/12/2004,15.3,NA,29,13
22/12/2004,0,NA,31,21
23/12/2004,0.2,NA,32,24
24/12/2004,0,NA,32,22
25/12/2004,0,NA,30,22
26/12/2004,0,NA,24,13
27/12/2004,0,NA,25.5,13
28/12/2004,0,NA,29.5,12.5
29/12/2004,0,NA,30,15
30/12/2004,26.1,NA,29,13
31/12/2004,0,NA,34,18
1/1/05,0,NA,29,21
2/1/05,0,NA,29,22
3/1/05,0,NA,30,21.5
4/1/05,5.5,NA,22,17
5/1/05,0.2,NA,28,20
6/1/05,0,NA,29,22
7/1/05,9.3,NA,30.5,21
8/1/05,0,NA,27,22.5
9/1/05,0,NA,29,18
10/1/05,0,NA,29.5,16.5
11/1/05,7.7,NA,31,16
12/1/05,1.5,NA,29.5,18.5
13/01/2005,1.9,NA,31,18.5
14/01/2005,0,NA,30.5,19
15/01/2005,0,NA,30,16
16/01/2005,0,NA,27,15
17/01/2005,0,NA,28,14
18/01/2005,0,NA,27,12
19/01/2005,0,NA,28,13
20/01/2005,0,NA,29,11
21/01/2005,0,NA,28,12
22/01/2005,0,NA,27,13
23/01/2005,0,NA,19,12.5
24/01/2005,0,NA,28,15
25/01/2005,0,NA,30,11
26/01/2005,0,NA,30,11
27/01/2005,0,NA,31,12
28/01/2005,10.2,NA,31,15
29/01/2005,0.4,NA,30.5,17
30/01/2005,0,NA,30,22
31/01/2005,0,NA,31,22
1/2/05,0,NA,32,22
2/2/05,0,NA,32,22
3/2/05,0,NA,32,15
4/2/05,0,NA,31,15
5/2/05,0,NA,29,16
6/2/05,0,NA,30,15
7/2/05,0,NA,31,13
8/2/05,0,NA,31,15
9/2/05,0,NA,31,16
10/2/05,0,NA,31,15
11/2/05,0,NA,30,11.5
12/2/05,0,NA,31,11
13/02/2005,0,NA,30,17
14/02/2005,0,NA,33,21
15/02/2005,0,NA,32,16
16/02/2005,0,NA,33,21
17/02/2005,0,NA,31,19
18/02/2005,0,NA,32,14
19/02/2005,0,NA,32,15
20/02/2005,0,NA,33,20
21/02/2005,0,NA,31,21
22/02/2005,0,NA,33,19
23/02/2005,0,NA,31,22
24/02/2005,0,NA,32,24
25/02/2005,0,NA,33,21
26/02/2005,0,NA,32,22
27/02/2005,12,NA,35,21
28/02/2005,0,NA,34,19
1/3/05,0,NA,NA,NA
2/3/05,0,NA,NA,NA
3/3/05,0,NA,NA,NA
4/3/05,0,NA,31,NA
5/3/05,0,NA,28.5,11
6/3/05,0,NA,32,19
7/3/05,0,NA,33,22
8/3/05,0,NA,34,22
9/3/05,50,NA,35,24
10/3/05,0,NA,32,17
11/3/05,0,NA,31,12
12/3/05,0,NA,31,14
13/03/2005,0,NA,34,15
14/03/2005,0,NA,34,16
15/03/2005,0,NA,33.5,24
16/03/2005,0,NA,32,25.5
17/03/2005,0,NA,34,26
18/03/2005,0,NA,35,14
19/03/2005,0,NA,35,16
20/03/2005,0,NA,34,24
21/03/2005,0,NA,31,16
22/03/2005,0,NA,34,25
23/03/2005,0,NA,35,24
24/03/2005,0,NA,34,25
25/03/2005,0,NA,35,23
26/03/2005,0,NA,34.5,25
27/03/2005,0,NA,35,25
28/03/2005,0,NA,35,23
29/03/2005,0,NA,33,17
30/03/2005,0,NA,34.5,25
31/03/2005,1.5,NA,35,26
1/4/05,0,NA,NA,25.5
2/4/05,0,NA,35,NA
3/4/05,0,NA,29,13.5
4/4/05,0.9,NA,30,13
5/4/05,0,NA,29,24
6/4/05,0,NA,29,25
7/4/05,0.8,NA,30,25
8/4/05,0,NA,35,23
9/4/05,0,NA,33,17
10/4/05,0,NA,34,25
11/4/05,0,NA,31,25
12/4/05,0,NA,36,20
13/04/2005,30,NA,36,25
14/04/2005,0,NA,31,22
15/04/2005,0,NA,31,15
16/04/2005,0,NA,32,15
17/04/2005,0,NA,31,15
18/04/2005,0,NA,32,16
19/04/2005,0,NA,33,15
20/04/2005,0,NA,NA,23
21/04/2005,0,NA,32,NA
22/04/2005,0,NA,30.5,27
23/04/2005,0,NA,34,17.5
24/04/2005,0,NA,31,20
25/04/2005,0,NA,NA,21
26/04/2005,0,NA,NA,NA
27/04/2005,0,NA,NA,NA
28/04/2005,0,NA,35,NA
29/04/2005,NA,NA,35,24
30/04/2005,0,NA,33,26
1/5/05,0,NA,31,21
2/5/05,0,NA,33,19
3/5/05,0,NA,32,26
4/5/05,0,NA,35,19
5/5/05,38,NA,35,21
6/5/05,0,NA,34,19
7/5/05,0,NA,29.5,20.5
8/5/05,0,NA,33,22
9/5/05,0,NA,34,24
10/5/05,0,NA,34,22
11/5/05,0,NA,34,21
12/5/05,0,NA,35,25
13/05/2005,0,NA,31,24
14/05/2005,0,NA,30,18
15/05/2005,0,NA,31,19
16/05/2005,0,NA,35,20
17/05/2005,0,NA,32,20
18/05/2005,0,NA,34,23
19/05/2005,0,NA,34,22
20/05/2005,0,NA,32,22
21/05/2005,0,NA,31,21
22/05/2005,0,NA,35,23
23/05/2005,0.5,NA,35,20
24/05/2005,0,NA,36,22.5
25/05/2005,0,NA,36,23
26/05/2005,0,NA,30,26
27/05/2005,0,NA,36,24
28/05/2005,0,NA,35.5,26
29/05/2005,0,NA,36,27
30/05/2005,0,NA,38,27
31/05/2005,0,NA,36,27
1/6/05,32,NA,37,20
2/6/05,0,NA,37,22
3/6/05,0,NA,45,23
4/6/05,0,NA,32,23
5/6/05,0,NA,36,24
6/6/05,0,NA,32,25
7/6/05,8,NA,30,25
8/6/05,0.5,NA,34,22
9/6/05,36,NA,32,22
10/6/05,0.3,NA,36,21
11/6/05,0,NA,34.5,23.5
12/6/05,0,NA,34.5,27.5
13/06/2005,9.5,NA,34.5,27
14/06/2005,0,NA,33.5,25
15/06/2005,5,NA,30.5,25
16/06/2005,0,NA,34,29
17/06/2005,13.2,NA,32,23
18/06/2005,32.5,NA,31.5,24
19/06/2005,5,NA,32,22
20/06/2005,0,NA,30,23
21/06/2005,28,NA,32,21
22/06/2005,0,NA,31,21
23/06/2005,0,NA,33,24
24/06/2005,0,NA,31,22
25/06/2005,40,NA,32,23
26/06/2005,30,NA,31,22
27/06/2005,10,NA,31,21
28/06/2005,0,NA,32,22
29/06/2005,0,NA,33,21
30/06/2005,NA,NA,NA,25
1/7/05,0,NA,31,26
2/7/05,8.9,NA,34,25.5
3/7/05,47.3,NA,31.5,24
4/7/05,3.1,NA,31,23.5
5/7/05,0,NA,34.5,25
6/7/05,0,NA,36,26
7/7/05,15.5,NA,34,25
8/7/05,0,NA,32,22
9/7/05,0,NA,27,24
10/7/05,0,NA,32,20
11/7/05,17,NA,34,23
12/7/05,18,NA,33,24
13/07/2005,0,NA,32,23
14/07/2005,7.5,NA,33.5,23
15/07/2005,0,NA,34,23.5
16/07/2005,1.3,NA,35,24
17/07/2005,134,NA,NA,25
18/07/2005,164.5,NA,32,NA
19/07/2005,0,NA,34,23
20/07/2005,0,NA,32,21.5
21/07/2005,0,NA,34,29
22/07/2005,0,NA,32,24
23/07/2005,0,NA,32,23
24/07/2005,0,NA,31,21
25/07/2005,0,NA,33.5,24
26/07/2005,0,NA,33,23
27/07/2005,0,NA,34,25
28/07/2005,0,NA,36,23
29/07/2005,NA,NA,36,22
30/07/2005,NA,NA,36,22.5
31/07/2005,NA,NA,35,22
1/8/05,0,NA,36,22.5
2/8/05,0,NA,34,31.5
3/8/05,0,NA,35.5,22
4/8/05,7.7,NA,36,26
5/8/05,0,NA,35,25
6/8/05,0,NA,36,25
7/8/05,0,NA,36,24
8/8/05,0,NA,36.5,22
9/8/05,0,NA,34,23
10/8/05,0,NA,37,22
11/8/05,0,NA,36,22
12/8/05,0,NA,35,24
13/08/2005,0,NA,36,26
14/08/2005,0,NA,34,27
15/08/2005,0,NA,35,27
16/08/2005,0,NA,34,26
17/08/2005,0,NA,36,27
18/08/2005,0,NA,35,24
19/08/2005,6.4,NA,36,26
20/08/2005,4,NA,36,26
21/08/2005,0,NA,34,26
22/08/2005,0,NA,36,23
23/08/2005,0,NA,29,25
24/08/2005,15,NA,34,26
25/08/2005,0,NA,31,22
26/08/2005,0,NA,35,23
27/08/2005,0,NA,32,22
28/08/2005,0,NA,30,22
29/08/2005,14,NA,35,19.5
30/08/2005,0.4,NA,36,22
31/08/2005,4.9,NA,34,27
1/9/05,0.5,NA,33.5,24
2/9/05,0,NA,35,23
3/9/05,0,NA,35,26
4/9/05,0,NA,36,19.5
5/9/05,2.5,NA,34,24
6/9/05,0,NA,35.5,21
7/9/05,0,NA,34,23
8/9/05,0,NA,33.5,21
9/9/05,0.3,NA,34.5,20.5
10/9/05,0,NA,31,22
11/9/05,11,NA,30,21
12/9/05,3,NA,31,23
13/09/2005,0,NA,34,24
14/09/2005,1,NA,31,26
15/09/2005,0,NA,29,22
16/09/2005,0,NA,35,22
17/09/2005,0,NA,34,19
18/09/2005,2,NA,35,20
19/09/2005,6.5,NA,35,22
20/09/2005,22.7,NA,36.5,22
21/09/2005,0,NA,35,22
22/09/2005,4.2,NA,37.5,22
23/09/2005,0.4,NA,35,22
24/09/2005,10,NA,34,25.5
25/09/2005,0.8,NA,33,26
26/09/2005,0.5,NA,33,25
27/09/2005,0,NA,34,22
28/09/2005,0,NA,35,22
29/09/2005,0,NA,35,22
30/09/2005,NA,NA,NA,22
1/10/05,0,NA,29,25
2/10/05,30,NA,29,23
3/10/05,70,NA,31,21
4/10/05,80,NA,33,19
5/10/05,60,NA,35,19
6/10/05,0,NA,37,21
7/10/05,0.7,NA,34,24
8/10/05,0,NA,34,22
9/10/05,0,NA,34,20
10/10/05,11,NA,33,22.5
11/10/05,6.5,NA,24.5,22
12/10/05,0,NA,33,24
13/10/2005,18,NA,33,22
14/10/2005,0,NA,39,23
15/10/2005,45,NA,31,22
16/10/2005,0,NA,31,20
17/10/2005,0,NA,33,20
18/10/2005,0,NA,33,21.5
19/10/2005,15,NA,NA,22
20/10/2005,50,NA,NA,NA
21/10/2005,185.5,NA,NA,NA
22/10/2005,35,NA,NA,NA
23/10/2005,0,NA,NA,NA
24/10/2005,0,NA,NA,NA
25/10/2005,0,NA,NA,NA
26/10/2005,0,NA,32,NA
27/10/2005,0.3,NA,29,13
28/10/2005,0,NA,30,16
29/10/2005,NA,NA,30,17
30/10/2005,3.5,NA,28.5,17
31/10/2005,1,NA,30.5,21.5
1/11/05,0,NA,NA,NA
2/11/05,0,NA,NA,NA
3/11/05,0,NA,NA,NA
4/11/05,0,NA,NA,NA
5/11/05,0,NA,NA,NA
6/11/05,0,NA,NA,NA
7/11/05,0,NA,31,NA
8/11/05,0,NA,32,21
9/11/05,0,NA,31,21
10/11/05,0,NA,32,20
11/11/05,0,NA,31,21
12/11/05,0,NA,30,20
13/11/2005,0,NA,28,20
14/11/2005,0,NA,31,21
15/11/2005,0,NA,31,20
16/11/2005,0,NA,30,20
17/11/2005,0.3,NA,30,21
18/11/2005,16.5,NA,29,21
19/11/2005,0.8,NA,29,21
20/11/2005,0.4,NA,30,19.5
21/11/2005,0,NA,31,20
22/11/2005,0,NA,28,12
23/11/2005,0,NA,27,19
24/11/2005,0.4,NA,29.5,19.5
25/11/2005,0,NA,27.5,19
26/11/2005,0,NA,30,19.5
27/11/2005,0,NA,32,19
28/11/2005,0,NA,31,24
29/11/2005,NA,NA,33,24
30/11/2005,37,NA,30,21
1/12/05,0,NA,29,11
2/12/05,0,NA,28,11
3/12/05,0,NA,28,15
4/12/05,0,NA,29,20
5/12/05,0,NA,31,18
6/12/05,18.4,NA,31,18
7/12/05,0,NA,30,20
8/12/05,0,NA,30,19
9/12/05,0,NA,29,21
10/12/05,0,NA,30,19
11/12/05,0,NA,31.5,16.5
12/12/05,4.5,NA,29.5,17
13/12/2005,0,NA,28.5,19
14/12/2005,1.5,NA,28.5,15.5
15/12/2005,0.3,NA,29.5,20.5
16/12/2005,0,NA,30,22
17/12/2005,0,NA,31,22.5
18/12/2005,0,NA,30,24
19/12/2005,11,NA,31,19
20/12/2005,0,NA,30,20
21/12/2005,0,NA,29,22
22/12/2005,0,NA,31,22
23/12/2005,0,NA,28,25
24/12/2005,0,NA,31,14
25/12/2005,0,NA,31,10
26/12/2005,0,NA,28,11
27/12/2005,0,NA,29,11
28/12/2005,0,NA,30,12
29/12/2005,0,NA,29,11
30/12/2005,0,NA,28.5,16
31/12/2005,0,NA,27.5,17
1/1/07,9.4,2.1,32,22
2/1/07,1.4,1,31,21
3/1/07,0.3,2,33.5,22.5
4/1/07,0,1.5,34.5,24
5/1/07,0,3.8,32,22
6/1/07,0,2.5,31,21
7/1/07,0,3,31,20
8/1/07,0,3.3,31,21
9/1/07,16,3.1,30,21
10/1/07,0,4.7,27,16
11/1/07,0,2,30,15
12/1/07,0,3.5,30,19
13/01/2007,15.3,4.8,29,20
14/01/2007,7,5,30,21.5
15/01/2007,7,NA,28,23
16/01/2007,0,NA,30,21
17/01/2007,0,NA,30,17
18/01/2007,17,NA,31,17
19/01/2007,0.1,NA,31,19
20/01/2007,0,3.2,30,17.5
21/01/2007,0,4.2,30.5,23.5
22/01/2007,6,NA,32,24
23/01/2007,3,NA,29,22
24/01/2007,4,2.4,32,23
25/01/2007,2,2.5,29,22
26/01/2007,0.2,1.7,27.5,18
27/01/2007,0,1.7,30,15.5
28/01/2007,0,3,29,22
29/01/2007,0,2.9,28.5,13
30/01/2007,1,2.5,29,17
31/01/2007,3,3.9,26,21
1/2/07,0,5.4,31,23
2/2/07,0,3.9,30,25
3/2/07,0.5,4.2,32.5,28
4/2/07,16,3.3,31.5,22.5
5/2/07,10,3,27.5,20
6/2/07,2,2.8,30,21
7/2/07,1,3.7,31,19
8/2/07,2,4.2,31,20
9/2/07,0,3,30.5,20
10/2/07,10,4,29.5,20.5
11/2/07,20,3.9,29,22.5
12/2/07,0,2.6,29,19
13/02/2007,0,4.9,30,20
14/02/2007,0,3.2,33,22
15/02/2007,0,5.5,33,20
16/02/2007,0,1,29,20
17/02/2007,0,3.3,31,15
18/02/2007,0,3.3,25,14
19/02/2007,0,7.4,26.5,10
20/02/2007,0,2.7,27,15
21/02/2007,1,3.8,32,21
22/02/2007,0,5.7,31,23
23/02/2007,0,2.6,29,19
24/02/2007,0,4.5,32.5,21
25/02/2007,0,2,33,24
26/02/2007,0,7.3,33,25
27/02/2007,0,3.1,31,22
28/02/2007,0,5.5,33,21
1/3/07,0,5,28,23
2/3/07,0,5.1,32,25
3/3/07,2,2.6,37,23
4/3/07,0,0.5,33,17
5/3/07,0,3.4,28,16
6/3/07,0,3.7,28,13
7/3/07,0,4.2,31,14
8/3/07,3,3.8,27,20
9/3/07,13.5,2.1,28,21
10/3/07,5.5,4.6,30.5,19
